filename,true_label,ssim_original,psnr_original,brisque_original,ssim_clahe,psnr_clahe,brisque_clahe,composite_clahe,ssim_cnn,psnr_cnn,brisque_cnn,composite_cnn,winner
00001381_008.png,Fair,1.0,100.0,-1.0,0.8686726312831138,20.086841445517454,-1.0,0.5081637840773852,0.9503001569113917,22.353774872350584,-1.0,0.5589502617433614,CNN
00001373_042.png,Poor,1.0,100.0,-1.0,0.8446350599640704,20.43710663042574,-1.0,0.5013508770290341,0.9530194338698191,26.707315231432847,-1.0,0.5948662953993905,CNN
00001373_030.png,Fair,1.0,100.0,-1.0,0.8429732549622524,19.696531176045024,-1.0,0.49476155139326117,0.9581380782868013,28.828357323248582,-1.0,0.6138820899007092,CNN
00001362_010.png,Fair,1.0,100.0,-1.0,0.8294850840012122,19.397801132755223,-1.0,0.4869764426625267,0.9614219029583991,28.645058792362292,-1.0,0.613729231522258,CNN
00001373_017.png,Poor,1.0,100.0,-1.0,0.8409409356640648,20.06073684448973,-1.0,0.4968622690215438,0.956437555321045,28.88323454990402,-1.0,0.6136408985276502,CNN
00001365_000.png,Fair,1.0,100.0,-1.0,0.884832412042315,21.737669863761187,-1.0,0.5278343237270156,0.9599575452652274,29.05229563152249,-1.0,0.6164013831582709,CNN
00001404_008.png,Fair,1.0,100.0,-1.0,0.8722661704598003,20.96908959971696,-1.0,0.5166591849816558,0.9610965528726302,29.104555127526325,-1.0,0.6172750621692626,CNN
00001362_016.png,Fair,1.0,100.0,-1.0,0.8388807619860826,20.959693870406507,-1.0,0.5032298557576852,0.9581644581981914,29.75667483764783,-1.0,0.6213191819804592,CNN
00001369_000.png,Fair,1.0,100.0,-1.0,0.9033242681050079,23.583957601581055,-1.0,0.5500013680546516,0.9679789118743812,30.331816416830364,-1.0,0.6298460960843955,CNN
00001373_054.png,Poor,1.0,100.0,-1.0,0.8510652417271491,20.632227942650466,-1.0,0.5054839202320633,0.9553721902711604,29.525460215765907,-1.0,0.6183525578345914,CNN
00001373_015.png,Fair,1.0,100.0,-1.0,0.8573582504038643,20.775822733800354,-1.0,0.5091498820319486,0.9533198012744473,28.421663782565957,-1.0,0.6087012307703066,CNN
00001355_000.png,Fair,1.0,100.0,-1.0,0.8472149913233161,21.72714172930434,-1.0,0.5127031303637613,0.9535405376981383,29.935344559264877,-1.0,0.6208989715533744,CNN
00001364_003.png,Fair,1.0,100.0,-1.0,0.8708415031433687,21.258374782985364,-1.0,0.5184035995212304,0.9522888324046445,27.53804346355738,-1.0,0.6012198806703168,CNN
00001367_003.png,Fair,1.0,100.0,-1.0,0.88591661652699,21.662944986281598,-1.0,0.5276702065010488,0.921574287267497,17.883205439748966,-1.0,0.5116953584249906,CLAHE
00001341_000.png,Fair,1.0,100.0,-1.0,0.815226849420019,19.988256930701642,-1.0,0.48599679521362077,0.9519498128173969,30.31907072765619,-1.0,0.6233324909482083,CNN
00001338_002.png,Fair,1.0,100.0,-1.0,0.811252975227055,21.920876063248237,-1.0,0.4998681985968079,0.950652250625336,23.910683490283255,-1.0,0.5715463681724005,CNN
00001373_049.png,Fair,1.0,100.0,-1.0,0.8537805466126048,20.66858310909275,-1.0,0.5068608835177839,0.9537774653327964,28.61134710335467,-1.0,0.610401762959956,CNN
00001373_011.png,Fair,1.0,100.0,-1.0,0.8476934215810015,20.447010309999524,-1.0,0.5026534511123968,0.9538525863519889,27.939979215950693,-1.0,0.6050608682684011,CNN
00001362_001.png,Poor,1.0,100.0,-1.0,0.9398574853750334,25.114507354115695,-1.0,0.5768590529829389,0.9681760348412218,25.79473394779133,-1.0,0.5936282855188194,CNN
00001373_031.png,Fair,1.0,100.0,-1.0,0.8365410616261615,19.788446329648565,-1.0,0.4929239952876531,0.9523995631038477,29.329624219284824,-1.0,0.6155968189958176,CNN
00001355_006.png,Fair,1.0,100.0,-1.0,0.8696006304790485,21.179906626924932,-1.0,0.5172795052070189,0.9553029774821242,23.77187605215028,-1.0,0.5722961994100519,CNN
00001385_016.png,Fair,1.0,100.0,-1.0,0.8931945902024129,21.884025445750524,-1.0,0.5323500396469694,0.9616581236241397,29.0478400923368,-1.0,0.6170459701883503,CNN
00001362_005.png,Poor,1.0,100.0,-1.0,0.9324003175664819,25.851375010232896,-1.0,0.5797711271084559,0.9611009070348706,24.647818689200797,-1.0,0.5816229123275547,CNN
00001395_009.png,Fair,1.0,100.0,-1.0,0.9082449449925898,23.100789600655066,-1.0,0.5481042948022765,0.960721541556188,27.20433985223076,-1.0,0.6019233354403213,CNN
00001365_002.png,Fair,1.0,100.0,-1.0,0.8725530851095059,22.22486527486986,-1.0,0.5268201562427612,0.9553724920460389,28.27398572538039,-1.0,0.6083408826214587,CNN
00001381_006.png,Fair,1.0,100.0,-1.0,0.8495963632494727,20.34427020225278,-1.0,0.5025927069178113,0.9549919265316873,24.451567175705527,-1.0,0.5776093080183191,CNN
00001362_014.png,Poor,1.0,100.0,-1.0,0.8652867983953223,21.61936216118506,-1.0,0.5190696166476094,0.9368877005219987,22.222148277233384,-1.0,0.5525322664266665,CNN
00001367_002.png,Fair,1.0,100.0,-1.0,0.8630718326230601,21.078714159341068,-1.0,0.5138584463239526,0.9547238163654109,27.26618367049241,-1.0,0.6000189959101037,CNN
